INSERT INTO operationrechargement (dateheuredebut,dateheurefin,idcontrole,idborne,nbkwheures) VALUES
(464,689,2023,1,1,10),
(465,689,2023,1,1,10),
(466,689,null,null,null,null),
(121,41,2018,1,1,10),
(122,41,null,null,null,null),
(123,41,2018,1,1,10),
(124,41,2018,1,1,10),
(125,41,2018,1,1,10),
(126,41,null,null,null,null),
(471,41,2018,1,1,10),
(472,41,null,null,null,null),
(473,41,null,null,null,null),
(474,41,null,null,null,null),
(121,50,null,null,null,null),
(122,50,2018,1,1,10),
(123,50,2018,1,1,10),
(124,50,2018,1,1,10),
(125,50,null,null,null,null),
(126,50,2018,1,1,10),
(471,50,null,null,null,null),
(472,50,null,null,null,null),
(473,50,2018,1,1,10),
(474,50,null,null,null,null),
(121,171,2019,1,1,10),
(122,171,2019,1,1,10),
(123,171,null,null,null,null),
(124,171,null,null,null,null),
(125,171,2019,1,1,10),
(126,171,2019,1,1,10),
(471,171,null,null,null,null),
(472,171,null,null,null,null),
(473,171,2019,1,1,10),
(474,171,null,null,null,null),
(121,180,2019,1,1,10),
(122,180,null,null,null,null),
(123,180,null,null,null,null),
(124,180,null,null,null,null),
(125,180,null,null,null,null),
(126,180,null,null,null,null),
(471,180,null,null,null,null),
(472,180,2019,1,1,10),
(473,180,null,null,null,null),
(474,180,2019,1,1,10),
(121,301,2020,1,1,10),
(122,301,null,null,null,null),
(123,301,2020,1,1,10),
(124,301,2020,1,1,10),
(125,301,2020,1,1,10),
(126,301,null,null,null,null),
(471,301,2020,1,1,10),
(472,301,null,null,null,null),
(473,301,null,null,null,null),
(474,301,2020,1,1,10),
(121,310,2020,1,1,10),
(122,310,2020,1,1,10),
(123,310,null,null,null,null),
(124,310,null,null,null,null),
(125,310,null,null,null,null),
(126,310,null,null,null,null),
(471,310,2020,1,1,10),
(472,310,null,null,null,null),
(473,310,2020,1,1,10),
(474,310,null,null,null,null),
(121,431,null,null,null,null),
(122,431,null,null,null,null),
(123,431,2021,1,1,10),
(124,431,2021,1,1,10),
(125,431,null,null,null,null),
(126,431,null,null,null,null),
(471,431,2021,1,1,10),
(472,431,null,null,null,null),
(473,431,2021,1,1,10),
(474,431,2021,1,1,10),
(121,440,null,null,null,null),
(122,440,2021,1,1,10),
(123,440,null,null,null,null),
(124,440,2021,1,1,10),
(125,440,null,null,null,null),
(126,440,2021,1,1,10),
(471,440,2021,1,1,10),
(472,440,2021,1,1,10),
(473,440,2021,1,1,10),
(474,440,null,null,null,null),
(121,561,null,null,null,null),
(122,561,null,null,null,null),
(123,561,null,null,null,null),
(124,561,null,null,null,null),
(125,561,2022,1,1,10),
(126,561,2022,1,1,10),
(471,561,2022,1,1,10),
(472,561,null,null,null,null),
(473,561,2022,1,1,10),
(474,561,2022,1,1,10),
(121,570,null,null,null,null),
(122,570,null,null,null,null),
(123,570,2022,1,1,10),
(124,570,2022,1,1,10),
(125,570,2022,1,1,10),
(126,570,2022,1,1,10),
(471,570,null,null,null,null),
(472,570,null,null,null,null),
(473,570,null,null,null,null),
(474,570,2022,1,1,10),
(121,691,2023,1,1,10),
(122,691,null,null,null,null),
(123,691,null,null,null,null),
(124,691,2023,1,1,10),
(125,691,null,null,null,null),
(126,691,2023,1,1,10),
(471,691,null,null,null,null),
(472,691,null,null,null,null),
(473,691,null,null,null,null),
(474,691,2023,1,1,10),
(121,700,2023,1,1,10),
(122,700,null,null,null,null),
(123,700,2023,1,1,10),
(124,700,null,null,null,null),
(125,700,null,null,null,null),
(126,700,null,null,null,null),
(471,700,null,null,null,null),
(472,700,2023,1,1,10),
(473,700,2023,1,1,10),
(474,700,null,null,null,null),
(133,43,2018,1,1,10),
(134,43,null,null,null,null),
(135,43,null,null,null,null),
(136,43,2018,1,1,10),
(137,43,null,null,null,null),
(138,43,null,null,null,null),
(479,43,null,null,null,null),
(480,43,2018,1,1,10),
(481,43,2018,1,1,10),
(482,43,2018,1,1,10),
(133,52,null,null,null,null),
(134,52,null,null,null,null),
(135,52,null,null,null,null),
(136,52,2018,1,1,10),
(137,52,2018,1,1,10),
(138,52,2018,1,1,10),
(479,52,2018,1,1,10),
(480,52,2018,1,1,10),
(481,52,2018,1,1,10),
(482,52,null,null,null,null),
(133,173,null,null,null,null),
(134,173,2019,1,1,10),
(135,173,null,null,null,null),
(136,173,null,null,null,null),
(137,173,null,null,null,null),
(138,173,null,null,null,null),
(479,173,null,null,null,null),
(480,173,2019,1,1,10),
(481,173,null,null,null,null),
(482,173,2019,1,1,10),
(133,182,2019,1,1,10),
(134,182,null,null,null,null),
(135,182,2019,1,1,10),
(136,182,null,null,null,null),
(137,182,null,null,null,null),
(138,182,2019,1,1,10),
(479,182,null,null,null,null),
(480,182,null,null,null,null),
(481,182,2019,1,1,10),
(482,182,null,null,null,null),
(133,303,2020,1,1,10),
(134,303,2020,1,1,10),
(135,303,2020,1,1,10),
(136,303,null,null,null,null),
(137,303,2020,1,1,10),
(138,303,2020,1,1,10),
(479,303,2020,1,1,10),
(480,303,null,null,null,null),
(481,303,2020,1,1,10),
(482,303,null,null,null,null),
(133,312,null,null,null,null),
(134,312,null,null,null,null),
(135,312,null,null,null,null),
(136,312,null,null,null,null),
(137,312,null,null,null,null),
(138,312,2020,1,1,10),
(479,312,2020,1,1,10),
(480,312,2020,1,1,10),
(481,312,2020,1,1,10),
(482,312,2020,1,1,10),
(133,433,2021,1,1,10),
(134,433,null,null,null,null),
(135,433,null,null,null,null),
(136,433,2021,1,1,10),
(137,433,null,null,null,null),
(138,433,null,null,null,null),
(479,433,2021,1,1,10),
(480,433,2021,1,1,10),
(481,433,2021,1,1,10),
(482,433,null,null,null,null),
(133,442,2021,1,1,10),
(134,442,null,null,null,null),
(135,442,null,null,null,null),
(136,442,2021,1,1,10),
(137,442,null,null,null,null),
(138,442,null,null,null,null),
(479,442,2021,1,1,10),
(480,442,2021,1,1,10),
(481,442,null,null,null,null),
(482,442,2021,1,1,10),
(133,563,null,null,null,null),
(134,563,null,null,null,null),
(135,563,2022,1,1,10),
(136,563,2022,1,1,10),
(137,563,2022,1,1,10),
(138,563,null,null,null,null),
(479,563,null,null,null,null),
(480,563,null,null,null,null),
(481,563,2022,1,1,10),
(482,563,2022,1,1,10),
(133,572,null,null,null,null),
(134,572,2022,1,1,10),
(135,572,2022,1,1,10),
(136,572,null,null,null,null),
(137,572,null,null,null,null),
(138,572,null,null,null,null),
(479,572,2022,1,1,10),
(480,572,2022,1,1,10),
(481,572,null,null,null,null),
(482,572,null,null,null,null),
(133,693,2023,1,1,10),
(134,693,null,null,null,null),
(135,693,null,null,null,null),
(136,693,2023,1,1,10),
(137,693,null,null,null,null),
(138,693,2023,1,1,10),
(479,693,2023,1,1,10),
(480,693,null,null,null,null),
(481,693,null,null,null,null),
(482,693,2023,1,1,10),
(133,702,null,null,null,null),
(134,702,2023,1,1,10),
(135,702,2023,1,1,10),
(136,702,2023,1,1,10),
(137,702,null,null,null,null),
(138,702,null,null,null,null),
(479,702,2023,1,1,10),
(480,702,2023,1,1,10),
(481,702,null,null,null,null),
(482,702,2023,1,1,10),
(157,47,null,null,null,null),
(158,47,2018,1,1,10),
(159,47,2018,1,1,10),
(160,47,2018,1,1,10),
(161,47,null,null,null,null),
(162,47,2018,1,1,10),
(495,47,null,null,null,null),
(496,47,2018,1,1,10),
(497,47,2018,1,1,10),
(498,47,null,null,null,null),
(157,56,2018,1,1,10),
(158,56,2018,1,1,10),
(159,56,null,null,null,null),
(160,56,2018,1,1,10),
(161,56,2018,1,1,10),
(162,56,2018,1,1,10),
(495,56,2018,1,1,10),
(496,56,2018,1,1,10),
(497,56,null,null,null,null),
(498,56,null,null,null,null),
(157,177,2019,1,1,10),
(158,177,null,null,null,null),
(159,177,2019,1,1,10),
(160,177,null,null,null,null),
(161,177,null,null,null,null),
(162,177,null,null,null,null),
(495,177,null,null,null,null),
(496,177,null,null,null,null),
(497,177,2019,1,1,10),
(498,177,null,null,null,null),
(157,186,null,null,null,null),
(158,186,null,null,null,null),
(159,186,2019,1,1,10),
(160,186,2019,1,1,10),
(161,186,null,null,null,null),
(162,186,2019,1,1,10),
(495,186,null,null,null,null),
(496,186,null,null,null,null),
(497,186,2019,1,1,10),
(498,186,null,null,null,null),
(157,307,null,null,null,null),
(158,307,2020,1,1,10),
(159,307,2020,1,1,10),
(160,307,2020,1,1,10),
(161,307,null,null,null,null),
(162,307,2020,1,1,10),
(495,307,2020,1,1,10),
(496,307,2020,1,1,10),
(497,307,2020,1,1,10),
(498,307,2020,1,1,10),
(157,316,2020,1,1,10),
(158,316,null,null,null,null),
(159,316,2020,1,1,10),
(160,316,2020,1,1,10),
(161,316,null,null,null,null),
(162,316,null,null,null,null),
(495,316,2020,1,1,10),
(496,316,2020,1,1,10),
(497,316,null,null,null,null),
(498,316,null,null,null,null),
(157,437,null,null,null,null),
(158,437,null,null,null,null),
(159,437,null,null,null,null),
(160,437,null,null,null,null),
(161,437,null,null,null,null),
(162,437,2021,1,1,10),
(495,437,2021,1,1,10),
(496,437,null,null,null,null),
(497,437,2021,1,1,10),
(498,437,2021,1,1,10),
(157,446,null,null,null,null),
(158,446,null,null,null,null),
(159,446,2021,1,1,10),
(160,446,2021,1,1,10),
(161,446,null,null,null,null),
(162,446,2021,1,1,10),
(495,446,null,null,null,null),
(496,446,2021,1,1,10),
(497,446,null,null,null,null),
(498,446,null,null,null,null),
(157,567,2022,1,1,10),
(158,567,2022,1,1,10),
(159,567,null,null,null,null),
(160,567,2022,1,1,10),
(161,567,null,null,null,null),
(162,567,null,null,null,null),
(495,567,2022,1,1,10),
(496,567,2022,1,1,10),
(497,567,null,null,null,null),
(498,567,2022,1,1,10),
(157,576,2022,1,1,10),
(158,576,2022,1,1,10),
(159,576,2022,1,1,10),
(160,576,2022,1,1,10),
(161,576,2022,1,1,10),
(162,576,2022,1,1,10),
(495,576,null,null,null,null),
(496,576,2022,1,1,10),
(497,576,null,null,null,null),
(498,576,2022,1,1,10),
(157,697,2023,1,1,10),
(158,697,null,null,null,null),
(159,697,2023,1,1,10),
(160,697,null,null,null,null),
(161,697,null,null,null,null),
(162,697,2023,1,1,10),
(495,697,null,null,null,null),
(496,697,2023,1,1,10),
(497,697,2023,1,1,10),
(498,697,2023,1,1,10),
(157,706,null,null,null,null),
(158,706,2023,1,1,10),
(159,706,2023,1,1,10),
(160,706,2023,1,1,10),
(161,706,2023,1,1,10),
(162,706,null,null,null,null),
(495,706,2023,1,1,10),
(496,706,null,null,null,null),
(497,706,2023,1,1,10),
(498,706,null,null,null,null),
(169,49,null,null,null,null),
(170,49,2018,1,1,10),
(171,49,null,null,null,null),
(172,49,null,null,null,null),
(173,49,2018,1,1,10),
(174,49,2018,1,1,10),
(503,49,2018,1,1,10),
(504,49,null,null,null,null),
(505,49,2018,1,1,10),
(506,49,2018,1,1,10),
(169,58,2018,1,1,10),
(170,58,2018,1,1,10),
(171,58,2018,1,1,10),
(172,58,2018,1,1,10),
(173,58,2018,1,1,10),
(174,58,2018,1,1,10),
(503,58,null,null,null,null),
(504,58,2018,1,1,10),
(505,58,2018,1,1,10),
(506,58,null,null,null,null),
(169,179,2019,1,1,10),
(170,179,2019,1,1,10),
(171,179,null,null,null,null),
(172,179,null,null,null,null),
(173,179,null,null,null,null),
(174,179,null,null,null,null),
(503,179,null,null,null,null),
(504,179,null,null,null,null),
(505,179,2019,1,1,10),
(506,179,2019,1,1,10),
(169,188,null,null,null,null),
(170,188,null,null,null,null),
(171,188,2019,1,1,10),
(172,188,null,null,null,null),
(173,188,2019,1,1,10),
(174,188,2019,1,1,10),
(503,188,2019,1,1,10),
(504,188,2019,1,1,10),
(505,188,2019,1,1,10),
(506,188,2019,1,1,10),
(169,309,null,null,null,null),
(170,309,2020,1,1,10),
(171,309,2020,1,1,10),
(172,309,null,null,null,null),
(173,309,2020,1,1,10),
(174,309,2020,1,1,10),
(503,309,2020,1,1,10),
(504,309,null,null,null,null),
(505,309,2020,1,1,10),
(506,309,null,null,null,null),
(169,318,2020,1,1,10),
(170,318,2020,1,1,10),
(171,318,2020,1,1,10),
(172,318,null,null,null,null),
(173,318,2020,1,1,10),
(174,318,null,null,null,null),
(503,318,null,null,null,null),
(504,318,null,null,null,null),
(505,318,2020,1,1,10),
(506,318,2020,1,1,10),
(169,439,null,null,null,null),
(170,439,2021,1,1,10),
(171,439,null,null,null,null),
(172,439,2021,1,1,10),
(173,439,2021,1,1,10),
(174,439,2021,1,1,10),
(503,439,2021,1,1,10),
(504,439,2021,1,1,10),
(505,439,null,null,null,null),
(506,439,2021,1,1,10),
(169,448,2021,1,1,10),
(170,448,2021,1,1,10),
(171,448,2021,1,1,10),
(172,448,2021,1,1,10),
(173,448,2021,1,1,10),
(174,448,null,null,null,null),
(503,448,2021,1,1,10),
(504,448,null,null,null,null),
(505,448,2021,1,1,10),
(506,448,null,null,null,null),
(169,569,null,null,null,null),
(170,569,null,null,null,null),
(171,569,2022,1,1,10),
(172,569,null,null,null,null),
(173,569,null,null,null,null),
(174,569,2022,1,1,10),
(503,569,null,null,null,null),
(504,569,2022,1,1,10),
(505,569,null,null,null,null),
(506,569,null,null,null,null),
(169,578,2022,1,1,10),
(170,578,2022,1,1,10),
(171,578,2022,1,1,10),
(172,578,2022,1,1,10),
(173,578,null,null,null,null),
(174,578,null,null,null,null),
(503,578,2022,1,1,10),
(504,578,2022,1,1,10),
(505,578,2022,1,1,10),
(506,578,null,null,null,null),
(169,699,2023,1,1,10),
(170,699,null,null,null,null),
(171,699,2023,1,1,10),
(172,699,2023,1,1,10),
(173,699,2023,1,1,10),
(174,699,2023,1,1,10),
(503,699,2023,1,1,10),
(504,699,2023,1,1,10),
(505,699,null,null,null,null),
(506,699,2023,1,1,10),
(169,708,null,null,null,null),
(170,708,2023,1,1,10),
(171,708,null,null,null,null),
(172,708,2023,1,1,10),
(173,708,null,null,null,null),
(174,708,null,null,null,null),
(503,708,2023,1,1,10),
(504,708,null,null,null,null),
(505,708,2023,1,1,10),
(506,708,2023,1,1,10),
(181,60,null,null,null,null),
(182,60,null,null,null,null),
(183,60,2018,1,1,10),
(184,60,null,null,null,null),
(185,60,null,null,null,null),
(186,60,2018,1,1,10),
(511,60,2018,1,1,10),
(512,60,2018,1,1,10),
(513,60,2018,1,1,10),
(514,60,null,null,null,null),
(181,68,null,null,null,null),
(182,68,2018,1,1,10),
(183,68,2018,1,1,10),
(184,68,null,null,null,null),
(185,68,null,null,null,null),
(186,68,null,null,null,null),
(511,68,2018,1,1,10),
(512,68,null,null,null,null),
(513,68,null,null,null,null),
(514,68,null,null,null,null),
(181,190,2019,1,1,10),
(182,190,2019,1,1,10),
(183,190,null,null,null,null),
(184,190,2019,1,1,10),
(185,190,null,null,null,null),
(186,190,null,null,null,null),
(511,190,null,null,null,null),
(512,190,2019,1,1,10),
(513,190,null,null,null,null),
(514,190,null,null,null,null),
(181,198,null,null,null,null),
(182,198,2019,1,1,10),
(183,198,null,null,null,null),
(184,198,null,null,null,null),
(185,198,null,null,null,null),
(186,198,null,null,null,null),
(511,198,2019,1,1,10),
(512,198,null,null,null,null),
(513,198,null,null,null,null),
(514,198,2019,1,1,10),
(181,320,2020,1,1,10),
(182,320,2020,1,1,10),
(183,320,2020,1,1,10),
(184,320,2020,1,1,10),
(185,320,2020,1,1,10),
(186,320,2020,1,1,10),
(511,320,null,null,null,null),
(512,320,2020,1,1,10),
(513,320,2020,1,1,10),
(514,320,null,null,null,null),
(181,328,2020,1,1,10),
(182,328,null,null,null,null),
(183,328,null,null,null,null),
(184,328,2020,1,1,10),
(185,328,null,null,null,null),
(186,328,2020,1,1,10),
(511,328,null,null,null,null),
(512,328,null,null,null,null),
(513,328,2020,1,1,10),
(514,328,null,null,null,null),
(181,450,2021,1,1,10),
(182,450,2021,1,1,10),
(183,450,2021,1,1,10),
(184,450,null,null,null,null),
(185,450,2021,1,1,10),
(186,450,null,null,null,null),
(511,450,2021,1,1,10),
(512,450,2021,1,1,10),
(513,450,2021,1,1,10),
(514,450,2021,1,1,10),
(181,458,2021,1,1,10),
(182,458,null,null,null,null),
(183,458,2021,1,1,10),
(184,458,2021,1,1,10),
(185,458,null,null,null,null),
(186,458,null,null,null,null),
(511,458,2021,1,1,10),
(512,458,null,null,null,null),
(513,458,null,null,null,null),
(514,458,2021,1,1,10),
(181,580,null,null,null,null),
(182,580,2022,1,1,10),
(183,580,2022,1,1,10),
(184,580,null,null,null,null),
(185,580,null,null,null,null),
(186,580,null,null,null,null),
(511,580,2022,1,1,10),
(512,580,null,null,null,null),
(513,580,null,null,null,null),
(514,580,2022,1,1,10),
(181,588,null,null,null,null),
(182,588,2022,1,1,10),
(183,588,null,null,null,null),
(184,588,null,null,null,null),
(185,588,null,null,null,null),
(186,588,2022,1,1,10),
(511,588,2022,1,1,10),
(512,588,2022,1,1,10),
(513,588,null,null,null,null),
(514,588,2022,1,1,10),
(181,710,2023,1,1,10),
(182,710,null,null,null,null),
(183,710,null,null,null,null),
(184,710,null,null,null,null),
(185,710,2023,1,1,10),
(186,710,2023,1,1,10),
(511,710,null,null,null,null),
(512,710,null,null,null,null),
(513,710,2023,1,1,10),
(514,710,2023,1,1,10),
(181,718,2023,1,1,10),
(182,718,2023,1,1,10),
(183,718,2023,1,1,10),
(184,718,2023,1,1,10),
(185,718,2023,1,1,10),
(186,718,null,null,null,null),
(511,718,null,null,null,null),
(512,718,2023,1,1,10),
(513,718,null,null,null,null),
(514,718,2023,1,1,10),
(187,61,2018,1,1,10),
(188,61,2018,1,1,10),
(189,61,2018,1,1,10),
(190,61,2018,1,1,10),
(191,61,2018,1,1,10),
(192,61,2018,1,1,10),
(515,61,2018,1,1,10),
(516,61,2018,1,1,10),
(517,61,2018,1,1,10),
(518,61,2018,1,1,10),
(187,69,null,null,null,null),
(188,69,2018,1,1,10),
(189,69,null,null,null,null),
(190,69,2018,1,1,10),
(191,69,2018,1,1,10),
(192,69,2018,1,1,10),
(515,69,2018,1,1,10),
(516,69,null,null,null,null),
(517,69,2018,1,1,10),
(518,69,2018,1,1,10),
(187,191,2019,1,1,10),
(188,191,2019,1,1,10),
(189,191,null,null,null,null),
(190,191,2019,1,1,10),
(191,191,null,null,null,null),
(192,191,2019,1,1,10),
(515,191,null,null,null,null),
(516,191,null,null,null,null),
(517,191,2019,1,1,10),
(518,191,2019,1,1,10),
(187,199,null,null,null,null),
(188,199,null,null,null,null),
(189,199,2019,1,1,10),
(190,199,null,null,null,null),
(191,199,2019,1,1,10),
(192,199,null,null,null,null),
(515,199,2019,1,1,10),
(516,199,null,null,null,null),
(517,199,2019,1,1,10),
(518,199,null,null,null,null),
(187,321,2020,1,1,10),
(188,321,2020,1,1,10),
(189,321,2020,1,1,10),
(190,321,null,null,null,null),
(191,321,2020,1,1,10),
(192,321,2020,1,1,10),
(515,321,2020,1,1,10),
(516,321,2020,1,1,10),
(517,321,2020,1,1,10),
(518,321,null,null,null,null),
(187,329,2020,1,1,10),
(188,329,null,null,null,null),
(189,329,null,null,null,null),
(190,329,null,null,null,null),
(191,329,2020,1,1,10),
(192,329,null,null,null,null),
(515,329,null,null,null,null),
(516,329,null,null,null,null),
(517,329,2020,1,1,10),
(518,329,null,null,null,null),
(187,451,2021,1,1,10),
(188,451,2021,1,1,10),
(189,451,2021,1,1,10),
(190,451,2021,1,1,10),
(191,451,null,null,null,null),
(192,451,2021,1,1,10),
(515,451,2021,1,1,10),
(516,451,2021,1,1,10),
(517,451,2021,1,1,10),
(518,451,null,null,null,null),
(187,459,null,null,null,null),
(188,459,null,null,null,null),
(189,459,null,null,null,null),
(190,459,2021,1,1,10),
(191,459,2021,1,1,10),
(192,459,2021,1,1,10),
(515,459,2021,1,1,10),
(516,459,null,null,null,null),
(517,459,2021,1,1,10),
(518,459,2021,1,1,10),
(187,581,2022,1,1,10),
(188,581,null,null,null,null),
(189,581,null,null,null,null),
(190,581,2022,1,1,10),
(191,581,null,null,null,null),
(192,581,2022,1,1,10),
(515,581,2022,1,1,10),
(516,581,null,null,null,null),
(517,581,2022,1,1,10),
(518,581,2022,1,1,10),
(187,589,null,null,null,null),
(188,589,null,null,null,null),
(189,589,null,null,null,null),
(190,589,null,null,null,null),
(191,589,2022,1,1,10),
(192,589,2022,1,1,10),
(515,589,2022,1,1,10),
(516,589,2022,1,1,10),
(517,589,null,null,null,null),
(518,589,null,null,null,null),
(187,711,null,null,null,null),
(188,711,2023,1,1,10),
(189,711,2023,1,1,10),
(190,711,2023,1,1,10),
(191,711,null,null,null,null),
(192,711,2023,1,1,10),
(515,711,2023,1,1,10),
(516,711,2023,1,1,10),
(517,711,null,null,null,null),
(518,711,null,null,null,null),
(187,719,null,null,null,null),
(188,719,null,null,null,null),
(189,719,null,null,null,null),
(190,719,2023,1,1,10),
(191,719,null,null,null,null),
(192,719,2023,1,1,10),
(515,719,2023,1,1,10),
(516,719,2023,1,1,10),
(517,719,2023,1,1,10),
(518,719,null,null,null,null),
(205,64,2018,1,1,10),
(206,64,2018,1,1,10),
(207,64,null,null,null,null),
(208,64,2018,1,1,10),
(209,64,null,null,null,null),
(210,64,2018,1,1,10),
(527,64,2018,1,1,10),
(528,64,null,null,null,null),
(529,64,null,null,null,null),
(530,64,2018,1,1,10),
(205,72,2018,1,1,10),
(206,72,2018,1,1,10),
(207,72,null,null,null,null),
(208,72,null,null,null,null),
(209,72,2018,1,1,10),
